trade_num,entry_date,entry_premium,exit_date,exit_premium,profit_inr,costs_inr,net_profit_inr,net_profit_pct,bars_held
669,2024-02-13T04:55:00+00:00,527.48,2024-02-13T05:00:00+00:00,512.75,-441.9,33.98,-475.88,-3.007,1
670,2024-02-14T04:50:00+00:00,657.23,2024-02-14T04:55:00+00:00,637.42,-594.3,42.85,-637.15,-3.231,1
671,2024-02-15T04:50:00+00:00,594.71,2024-02-15T05:05:00+00:00,574.94,-593.1,38.97,-632.07,-3.543,3
672,2024-02-16T04:55:00+00:00,496.42,2024-02-16T05:00:00+00:00,477.61,-564.3,31.46,-595.76,-4.0,1
673,2024-02-19T04:50:00+00:00,433.86,2024-02-19T04:55:00+00:00,420.34,-405.6,27.69,-433.29,-3.329,1
674,2024-02-20T04:50:00+00:00,511.51,2024-02-20T04:55:00+00:00,491.84,-590.1,32.13,-622.23,-4.055,1
675,2024-02-21T04:50:00+00:00,395.72,2024-02-21T04:55:00+00:00,376.65,-572.1,24.81,-596.91,-5.028,1
676,2024-02-22T04:55:00+00:00,383.13,2024-02-22T08:05:00+00:00,348.6,-1035.9,23.87,-1059.77,-9.22,38
677,2024-02-23T04:50:00+00:00,401.61,2024-02-23T04:55:00+00:00,381.44,-605.1,25.05,-630.15,-5.23,1
678,2024-02-26T04:55:00+00:00,260.9,2024-02-26T05:00:00+00:00,241.21,-590.7,16.58,-607.28,-7.759,1
679,2024-02-27T04:55:00+00:00,227.48,2024-02-27T05:00:00+00:00,207.35,-603.9,14.03,-617.93,-9.055,1
680,2024-02-28T04:55:00+00:00,179.7,2024-02-28T05:00:00+00:00,158.33,-641.1,10.79,-651.89,-12.092,1
681,2024-02-29T04:55:00+00:00,153.37,2024-02-29T05:00:00+00:00,134.55,-564.6,9.64,-574.24,-12.48,1
682,2024-03-01T05:10:00+00:00,906.56,2024-03-01T05:55:00+00:00,1025.16,3558.0,64.54,3493.46,12.845,9
683,2024-03-02T06:20:00+00:00,658.52,2024-03-02T06:30:00+00:00,645.99,-375.9,43.08,-418.98,-2.121,2
684,2024-03-04T04:55:00+00:00,817.34,2024-03-04T05:15:00+00:00,791.87,-764.1,53.1,-817.2,-3.333,4
685,2024-03-05T04:55:00+00:00,614.61,2024-03-05T05:00:00+00:00,602.29,-369.6,40.06,-409.66,-2.222,1
686,2024-03-06T04:50:00+00:00,783.17,2024-03-06T04:55:00+00:00,762.75,-612.6,50.64,-663.24,-2.823,1
687,2024-03-07T04:50:00+00:00,731.77,2024-03-07T04:55:00+00:00,709.64,-663.9,47.23,-711.13,-3.239,1
688,2024-03-11T04:50:00+00:00,682.09,2024-03-11T05:15:00+00:00,659.7,-671.7,43.94,-715.64,-3.497,5
689,2024-03-12T05:05:00+00:00,476.59,2024-03-12T05:10:00+00:00,571.79,2856.0,35.17,2820.83,19.729,1
690,2024-03-13T05:35:00+00:00,446.58,2024-03-13T05:55:00+00:00,552.48,3177.0,33.03,3143.97,23.467,4
691,2024-03-14T04:55:00+00:00,579.6,2024-03-14T05:00:00+00:00,557.29,-669.3,37.21,-706.51,-4.063,1
692,2024-03-15T04:50:00+00:00,439.16,2024-03-15T05:15:00+00:00,415.92,-697.2,27.71,-724.91,-5.502,5
693,2024-03-18T04:50:00+00:00,460.87,2024-03-18T05:05:00+00:00,438.28,-677.7,28.73,-706.43,-5.109,3
694,2024-03-19T04:55:00+00:00,393.9,2024-03-19T05:00:00+00:00,372.19,-651.3,24.66,-675.96,-5.72,1
695,2024-03-20T05:05:00+00:00,353.65,2024-03-20T05:10:00+00:00,456.47,3084.6,27.68,3056.92,28.813,1
696,2024-03-21T05:00:00+00:00,284.82,2024-03-21T05:05:00+00:00,265.41,-582.3,17.69,-599.99,-7.022,1
697,2024-03-22T05:10:00+00:00,339.85,2024-03-22T05:15:00+00:00,319.81,-601.2,21.21,-622.41,-6.105,1
698,2024-03-26T05:00:00+00:00,164.49,2024-03-26T05:30:00+00:00,145.17,-579.6,10.14,-589.74,-11.951,6
699,2024-03-27T04:55:00+00:00,144.01,2024-03-27T05:00:00+00:00,122.75,-637.8,8.15,-645.95,-14.952,1
700,2024-03-28T04:50:00+00:00,133.22,2024-03-28T08:40:00+00:00,263.67,3913.5,14.15,3899.35,97.567,46
701,2024-04-01T05:05:00+00:00,687.84,2024-04-01T05:15:00+00:00,669.95,-536.7,45.31,-582.01,-2.82,2
702,2024-04-02T05:10:00+00:00,490.97,2024-04-02T05:15:00+00:00,472.69,-548.4,31.22,-579.62,-3.935,1
703,2024-04-03T05:55:00+00:00,645.64,2024-04-03T09:50:00+00:00,707.63,1859.7,45.2,1814.5,9.368,47
704,2024-04-04T05:25:00+00:00,427.04,2024-04-04T05:30:00+00:00,411.07,-479.1,27.32,-506.42,-3.953,1
705,2024-04-05T04:55:00+00:00,616.2,2024-04-05T08:30:00+00:00,734.28,3542.4,46.14,3496.26,18.913,43
706,2024-04-08T05:35:00+00:00,581.67,2024-04-08T07:55:00+00:00,555.86,-774.3,37.23,-811.53,-4.651,28
707,2024-04-09T05:05:00+00:00,556.5,2024-04-09T07:05:00+00:00,543.56,-388.2,36.36,-424.56,-2.543,24
708,2024-04-10T05:15:00+00:00,519.45,2024-04-10T05:45:00+00:00,499.44,-600.3,32.49,-632.79,-4.061,6
709,2024-04-12T04:55:00+00:00,357.75,2024-04-12T05:00:00+00:00,338.31,-583.2,22.05,-605.25,-5.639,1
710,2024-04-15T04:50:00+00:00,435.51,2024-04-15T04:55:00+00:00,414.45,-631.8,27.6,-659.4,-5.047,1
711,2024-04-16T04:50:00+00:00,335.37,2024-04-16T05:20:00+00:00,312.75,-678.6,20.94,-699.54,-6.953,6
712,2024-04-18T04:50:00+00:00,314.92,2024-04-18T05:05:00+00:00,292.48,-673.2,19.0,-692.2,-7.327,3
713,2024-04-19T04:55:00+00:00,291.56,2024-04-19T05:00:00+00:00,270.16,-642.0,17.95,-659.95,-7.545,1
714,2024-04-22T04:55:00+00:00,208.14,2024-04-22T05:10:00+00:00,189.76,-551.4,13.17,-564.57,-9.042,3
715,2024-04-23T05:00:00+00:00,137.39,2024-04-23T06:40:00+00:00,116.91,-614.4,7.86,-622.26,-15.097,20
716,2024-04-24T04:50:00+00:00,115.49,2024-04-24T05:25:00+00:00,100.41,-452.4,6.98,-459.38,-13.259,7
717,2024-04-25T05:25:00+00:00,97.53,2024-04-25T05:30:00+00:00,80.09,-523.2,6.1,-529.3,-18.09,1
718,2024-04-26T04:50:00+00:00,804.26,2024-04-26T04:55:00+00:00,784.97,-578.7,52.64,-631.34,-2.617,1
719,2024-04-29T04:50:00+00:00,803.71,2024-04-29T06:10:00+00:00,924.87,3634.8,57.85,3576.95,14.835,16
720,2024-04-30T05:00:00+00:00,858.46,2024-04-30T05:10:00+00:00,838.01,-613.5,56.11,-669.61,-2.6,2
721,2024-05-02T04:50:00+00:00,612.15,2024-05-02T05:35:00+00:00,703.28,2733.9,44.33,2689.57,14.645,9
722,2024-05-03T04:55:00+00:00,652.54,2024-05-03T05:00:00+00:00,623.72,-864.6,42.43,-907.03,-4.633,1
723,2024-05-06T05:00:00+00:00,932.42,2024-05-06T05:05:00+00:00,902.26,-904.8,60.3,-965.1,-3.45,1
724,2024-05-07T04:50:00+00:00,723.56,2024-05-07T05:45:00+00:00,824.35,3023.7,51.69,2972.01,13.692,11
725,2024-05-08T04:55:00+00:00,706.62,2024-05-08T05:25:00+00:00,682.8,-714.6,46.03,-760.63,-3.588,6
726,2024-05-09T04:50:00+00:00,732.2,2024-05-09T05:35:00+00:00,829.74,2926.2,53.01,2873.19,13.08,9
727,2024-05-10T04:55:00+00:00,725.76,2024-05-10T05:05:00+00:00,706.3,-583.8,47.02,-630.82,-2.897,2
728,2024-05-13T04:50:00+00:00,805.51,2024-05-13T05:20:00+00:00,781.9,-708.3,52.6,-760.9,-3.149,6
729,2024-05-14T04:50:00+00:00,903.73,2024-05-14T04:55:00+00:00,879.3,-732.9,58.11,-791.01,-2.918,1
730,2024-05-15T04:50:00+00:00,848.19,2024-05-15T04:55:00+00:00,828.32,-596.1,55.65,-651.75,-2.561,1
731,2024-05-16T04:50:00+00:00,727.43,2024-05-16T05:15:00+00:00,828.4,3029.1,52.87,2976.23,13.638,5
732,2024-05-17T05:00:00+00:00,761.01,2024-05-17T08:00:00+00:00,725.05,-1078.8,49.26,-1128.06,-4.941,36
733,2024-05-18T06:45:00+00:00,766.91,2024-05-18T06:55:00+00:00,773.91,210.0,51.53,158.47,0.689,2
734,2024-05-21T04:55:00+00:00,684.28,2024-05-21T05:00:00+00:00,667.15,-513.9,45.16,-559.06,-2.723,1
735,2024-05-22T05:00:00+00:00,556.25,2024-05-22T08:30:00+00:00,527.55,-861.0,35.99,-896.99,-5.375,42
736,2024-05-23T04:50:00+00:00,607.86,2024-05-23T06:25:00+00:00,723.7,3475.2,45.7,3429.5,18.806,19
737,2024-05-24T04:50:00+00:00,588.91,2024-05-24T07:30:00+00:00,693.36,3133.5,43.56,3089.94,17.49,32
738,2024-05-27T04:55:00+00:00,409.02,2024-05-27T06:25:00+00:00,514.66,3169.2,31.3,3137.9,25.573,18
739,2024-05-28T04:50:00+00:00,368.23,2024-05-28T05:15:00+00:00,348.97,-577.8,23.54,-601.34,-5.444,5
740,2024-05-29T04:50:00+00:00,262.13,2024-05-29T09:15:00+00:00,372.07,3298.2,21.62,3276.58,41.666,53
741,2024-05-30T04:55:00+00:00,267.01,2024-05-30T05:00:00+00:00,243.73,-698.4,16.78,-715.18,-8.928,1
742,2024-05-31T04:55:00+00:00,1093.04,2024-05-31T05:00:00+00:00,1072.31,-621.9,70.92,-692.82,-2.113,1
743,2024-06-03T05:00:00+00:00,1107.27,2024-06-03T05:05:00+00:00,1089.52,-532.5,71.65,-604.15,-1.819,1
744,2024-06-04T04:50:00+00:00,1106.92,2024-06-04T04:55:00+00:00,1103.64,-98.4,72.97,-171.37,-0.516,1
745,2024-06-05T04:50:00+00:00,820.66,2024-06-05T04:55:00+00:00,906.56,2577.0,57.82,2519.18,10.232,1
746,2024-06-06T04:50:00+00:00,917.4,2024-06-06T05:10:00+00:00,1018.32,3027.6,64.63,2962.97,10.766,4
747,2024-06-07T04:50:00+00:00,665.88,2024-06-07T04:55:00+00:00,647.13,-562.5,43.27,-605.77,-3.032,1
748,2024-06-10T05:10:00+00:00,634.24,2024-06-10T05:15:00+00:00,616.31,-537.9,41.83,-579.73,-3.047,1
749,2024-06-11T05:05:00+00:00,714.76,2024-06-11T05:10:00+00:00,692.89,-656.1,46.45,-702.55,-3.276,1
750,2024-06-12T04:50:00+00:00,517.39,2024-06-12T04:55:00+00:00,499.41,-539.4,32.44,-571.84,-3.684,1
751,2024-06-13T04:50:00+00:00,489.1,2024-06-13T06:20:00+00:00,463.49,-768.3,30.96,-799.26,-5.447,18
752,2024-06-14T04:50:00+00:00,536.56,2024-06-14T05:00:00+00:00,516.59,-599.1,34.28,-633.38,-3.935,2
753,2024-06-18T04:50:00+00:00,359.16,2024-06-18T05:00:00+00:00,339.79,-581.1,22.12,-603.22,-5.598,2
754,2024-06-19T04:55:00+00:00,387.36,2024-06-19T05:00:00+00:00,487.57,3006.3,29.17,2977.13,25.619,1
755,2024-06-20T04:55:00+00:00,429.73,2024-06-20T05:30:00+00:00,543.73,3420.0,32.44,3387.56,26.277,7
756,2024-06-21T05:05:00+00:00,323.03,2024-06-21T06:50:00+00:00,303.65,-581.4,20.45,-601.85,-6.21,21
757,2024-06-24T04:50:00+00:00,248.73,2024-06-24T04:55:00+00:00,229.98,-562.5,15.04,-577.54,-7.74,1
758,2024-06-25T04:55:00+00:00,225.6,2024-06-25T05:00:00+00:00,204.89,-621.3,13.93,-635.23,-9.386,1
759,2024-06-26T04:50:00+00:00,176.12,2024-06-26T04:55:00+00:00,154.97,-634.5,10.63,-645.13,-12.21,1
760,2024-06-27T04:55:00+00:00,132.15,2024-06-27T05:05:00+00:00,239.98,3234.9,12.58,3222.32,81.279,2
761,2024-06-28T04:50:00+00:00,680.36,2024-06-28T04:55:00+00:00,658.45,-657.3,43.87,-701.17,-3.435,1
762,2024-07-01T05:55:00+00:00,850.78,2024-07-01T06:00:00+00:00,827.98,-684.0,55.71,-739.71,-2.898,1
763,2024-07-02T05:30:00+00:00,850.3,2024-07-02T05:40:00+00:00,822.26,-841.2,54.56,-895.76,-3.512,2
764,2024-07-03T04:55:00+00:00,630.01,2024-07-03T05:00:00+00:00,610.85,-574.8,40.61,-615.41,-3.256,1
765,2024-07-04T04:50:00+00:00,588.65,2024-07-04T05:00:00+00:00,688.92,3008.1,43.46,2964.64,16.788,2
766,2024-07-05T05:00:00+00:00,698.49,2024-07-05T05:20:00+00:00,807.75,3277.8,50.73,3227.07,15.4,4
767,2024-07-08T04:55:00+00:00,693.6,2024-07-08T05:00:00+00:00,677.29,-489.3,45.61,-534.91,-2.571,1
768,2024-07-09T05:10:00+00:00,705.53,2024-07-09T07:10:00+00:00,689.28,-487.5,46.16,-533.66,-2.521,24
769,2024-07-10T04:55:00+00:00,557.8,2024-07-10T05:00:00+00:00,544.05,-412.5,36.4,-448.9,-2.683,1
770,2024-07-11T04:50:00+00:00,539.56,2024-07-11T05:40:00+00:00,636.57,2910.3,39.12,2871.18,17.738,10
771,2024-07-12T04:50:00+00:00,607.53,2024-07-12T05:10:00+00:00,584.52,-690.3,39.48,-729.78,-4.004,4
772,2024-07-15T05:15:00+00:00,563.45,2024-07-15T05:20:00+00:00,540.32,-693.9,36.45,-730.35,-4.321,1
773,2024-07-16T04:50:00+00:00,519.18,2024-07-16T04:55:00+00:00,499.82,-580.8,32.49,-613.29,-3.938,1
774,2024-07-18T05:00:00+00:00,408.6,2024-07-18T05:30:00+00:00,511.67,3092.1,31.22,3060.88,24.97,6
775,2024-07-19T04:50:00+00:00,411.28,2024-07-19T05:15:00+00:00,392.0,-578.4,25.52,-603.92,-4.895,5
776,2024-07-22T04:55:00+00:00,305.03,2024-07-22T05:05:00+00:00,282.22,-684.3,18.54,-702.84,-7.681,2
777,2024-07-23T05:00:00+00:00,236.5,2024-07-23T05:05:00+00:00,217.77,-561.9,14.47,-576.37,-8.124,1
778,2024-07-24T05:00:00+00:00,133.26,2024-07-24T05:05:00+00:00,114.49,-563.1,7.71,-570.81,-14.278,1
779,2024-07-25T04:50:00+00:00,116.77,2024-07-25T05:00:00+00:00,100.47,-489.0,7.01,-496.01,-14.159,2
780,2024-07-26T04:50:00+00:00,909.54,2024-07-26T04:55:00+00:00,887.0,-676.2,59.42,-735.62,-2.696,1
781,2024-07-29T04:55:00+00:00,897.8,2024-07-29T05:25:00+00:00,1012.03,3426.9,64.03,3362.87,12.486,6
782,2024-07-30T04:50:00+00:00,910.52,2024-07-30T05:55:00+00:00,1031.27,3622.5,64.77,3557.73,13.025,13
783,2024-07-31T04:50:00+00:00,927.22,2024-07-31T04:55:00+00:00,906.75,-614.1,60.28,-674.38,-2.424,1
784,2024-08-01T04:50:00+00:00,904.49,2024-08-01T05:20:00+00:00,883.49,-630.0,59.22,-689.22,-2.54,6
785,2024-08-02T04:50:00+00:00,879.02,2024-08-02T05:15:00+00:00,988.43,3282.3,63.06,3219.24,12.208,5
786,2024-08-05T05:00:00+00:00,771.53,2024-08-05T05:15:00+00:00,921.18,4489.5,57.03,4432.47,19.15,3
787,2024-08-06T04:50:00+00:00,794.69,2024-08-06T04:55:00+00:00,786.65,-241.2,52.46,-293.66,-1.232,1
788,2024-08-07T05:00:00+00:00,932.85,2024-08-07T05:05:00+00:00,1042.14,3278.7,66.54,3212.16,11.478,1
789,2024-08-08T04:50:00+00:00,876.51,2024-08-08T05:35:00+00:00,981.21,3141.0,61.83,3079.17,11.71,9
790,2024-08-09T04:55:00+00:00,644.36,2024-08-09T06:20:00+00:00,612.61,-952.5,40.98,-993.48,-5.139,17
791,2024-08-12T04:50:00+00:00,749.45,2024-08-12T04:55:00+00:00,728.39,-631.8,49.07,-680.87,-3.028,1
792,2024-08-13T04:50:00+00:00,602.74,2024-08-13T05:05:00+00:00,581.01,-651.9,39.29,-691.19,-3.822,3
793,2024-08-14T04:50:00+00:00,706.52,2024-08-14T04:55:00+00:00,690.69,-474.9,46.21,-521.11,-2.459,1
794,2024-08-16T05:00:00+00:00,527.35,2024-08-16T05:10:00+00:00,507.7,-589.5,33.86,-623.36,-3.94,2
795,2024-08-19T05:10:00+00:00,518.68,2024-08-19T05:15:00+00:00,499.27,-582.3,32.47,-614.77,-3.951,1
796,2024-08-20T05:05:00+00:00,511.29,2024-08-20T05:10:00+00:00,488.03,-697.8,32.04,-729.84,-4.758,1
797,2024-08-21T04:50:00+00:00,463.08,2024-08-21T05:35:00+00:00,442.77,-609.3,28.89,-638.19,-4.594,9
798,2024-08-22T05:00:00+00:00,416.51,2024-08-22T09:50:00+00:00,443.75,817.2,27.83,789.37,6.317,58
799,2024-08-23T05:15:00+00:00,370.47,2024-08-23T05:20:00+00:00,349.22,-637.5,23.59,-661.09,-5.948,1
800,2024-08-26T05:00:00+00:00,265.26,2024-08-26T09:50:00+00:00,315.22,1498.8,19.38,1479.42,18.591,58
801,2024-08-27T05:00:00+00:00,186.24,2024-08-27T05:05:00+00:00,168.27,-539.1,11.17,-550.27,-9.849,1
802,2024-08-28T04:55:00+00:00,163.57,2024-08-28T09:50:00+00:00,151.95,-348.6,10.27,-358.87,-7.313,59
803,2024-08-29T04:50:00+00:00,130.14,2024-08-29T04:55:00+00:00,117.09,-391.5,7.7,-399.2,-10.225,1
804,2024-08-30T05:05:00+00:00,871.18,2024-08-30T05:10:00+00:00,850.85,-609.9,56.7,-666.6,-2.551,1
805,2024-09-02T04:50:00+00:00,622.98,2024-09-02T05:40:00+00:00,609.66,-399.6,40.42,-440.02,-2.354,10
806,2024-09-03T04:55:00+00:00,612.07,2024-09-03T05:10:00+00:00,595.23,-505.2,39.84,-545.04,-2.968,3
807,2024-09-04T05:05:00+00:00,610.61,2024-09-04T05:15:00+00:00,592.07,-556.2,39.73,-595.93,-3.253,2
808,2024-09-05T04:55:00+00:00,584.49,2024-09-05T05:20:00+00:00,573.22,-338.1,38.69,-376.79,-2.149,5
809,2024-09-06T04:55:00+00:00,817.32,2024-09-06T05:05:00+00:00,807.73,-287.7,53.47,-341.17,-1.391,2
810,2024-09-09T05:10:00+00:00,739.28,2024-09-09T06:20:00+00:00,855.42,3484.2,53.77,3430.43,15.467,14
811,2024-09-10T04:50:00+00:00,658.98,2024-09-10T07:15:00+00:00,752.21,2796.9,47.54,2749.36,13.907,29
812,2024-09-11T04:50:00+00:00,623.2,2024-09-11T04:55:00+00:00,601.52,-650.4,40.24,-690.64,-3.694,1
813,2024-09-12T04:50:00+00:00,448.37,2024-09-12T04:55:00+00:00,430.77,-528.0,28.27,-556.27,-4.135,1
814,2024-09-13T04:50:00+00:00,568.11,2024-09-13T06:55:00+00:00,681.97,3415.8,42.82,3372.98,19.791,25
815,2024-09-16T04:55:00+00:00,467.29,2024-09-16T05:00:00+00:00,451.62,-470.1,29.19,-499.29,-3.562,1
816,2024-09-17T04:50:00+00:00,391.12,2024-09-17T05:05:00+00:00,371.15,-599.1,24.57,-623.67,-5.315,3
817,2024-09-18T04:50:00+00:00,414.84,2024-09-18T05:10:00+00:00,528.19,3400.5,31.74,3368.76,27.069,4
818,2024-09-19T04:50:00+00:00,348.98,2024-09-19T04:55:00+00:00,332.47,-495.3,21.71,-517.01,-4.938,1
819,2024-09-20T04:50:00+00:00,303.1,2024-09-20T04:55:00+00:00,285.68,-522.6,18.57,-541.17,-5.952,1
820,2024-09-23T05:10:00+00:00,243.27,2024-09-23T05:20:00+00:00,224.17,-573.0,14.78,-587.78,-8.054,2
821,2024-09-24T05:10:00+00:00,188.45,2024-09-24T06:45:00+00:00,171.46,-509.7,11.3,-521.0,-9.216,19
822,2024-09-25T04:50:00+00:00,148.66,2024-09-25T09:50:00+00:00,195.22,1396.8,11.93,1384.87,31.052,60
823,2024-09-26T05:05:00+00:00,133.19,2024-09-26T05:15:00+00:00,114.69,-555.0,7.72,-562.72,-14.083,2
824,2024-09-27T04:50:00+00:00,955.94,2024-09-27T05:10:00+00:00,934.11,-654.9,62.58,-717.48,-2.502,4
825,2024-09-30T04:55:00+00:00,642.2,2024-09-30T05:00:00+00:00,630.51,-350.7,42.34,-393.04,-2.04,1
826,2024-10-01T04:50:00+00:00,593.17,2024-10-01T05:25:00+00:00,587.57,-168.0,46.22,-214.22,-1.204,7
827,2024-10-03T04:50:00+00:00,622.15,2024-10-03T04:55:00+00:00,611.5,-319.5,47.44,-366.94,-1.966,1
828,2024-10-04T04:50:00+00:00,656.95,2024-10-04T04:55:00+00:00,637.1,-595.5,49.84,-645.34,-3.274,1
829,2024-10-07T05:10:00+00:00,674.0,2024-10-07T05:15:00+00:00,788.29,3428.7,58.71,3369.99,16.667,1
830,2024-10-08T04:50:00+00:00,678.66,2024-10-08T04:55:00+00:00,653.17,-764.7,51.71,-816.41,-4.01,1
831,2024-10-09T04:55:00+00:00,598.55,2024-10-09T05:00:00+00:00,691.28,2781.9,51.74,2730.16,15.204,1
832,2024-10-10T04:50:00+00:00,563.6,2024-10-10T06:15:00+00:00,550.38,-396.6,43.68,-440.28,-2.604,17
833,2024-10-11T04:55:00+00:00,553.22,2024-10-11T05:25:00+00:00,657.73,3135.3,47.92,3087.38,18.602,6
834,2024-10-14T04:55:00+00:00,672.2,2024-10-14T05:10:00+00:00,650.52,-650.4,51.5,-701.9,-3.481,3
835,2024-10-15T04:50:00+00:00,638.42,2024-10-15T05:00:00+00:00,621.18,-517.2,49.04,-566.24,-2.956,2
836,2024-10-16T04:55:00+00:00,472.79,2024-10-16T09:50:00+00:00,529.95,1714.8,39.12,1675.68,11.814,59
837,2024-10-17T04:50:00+00:00,494.41,2024-10-17T05:10:00+00:00,473.0,-642.3,36.3,-678.6,-4.575,4
838,2024-10-18T04:55:00+00:00,567.55,2024-10-18T05:35:00+00:00,547.26,-608.7,42.7,-651.4,-3.826,8
839,2024-10-21T05:20:00+00:00,406.2,2024-10-21T05:25:00+00:00,387.53,-560.1,30.3,-590.4,-4.845,1
840,2024-10-22T04:50:00+00:00,396.01,2024-10-22T05:00:00+00:00,497.37,3040.8,35.6,3005.2,25.296,2
841,2024-10-23T04:55:00+00:00,396.85,2024-10-23T05:00:00+00:00,376.92,-597.9,28.84,-626.74,-5.264,1
842,2024-10-24T05:05:00+00:00,424.5,2024-10-24T05:10:00+00:00,405.92,-557.4,31.15,-588.55,-4.622,1
843,2024-10-25T04:55:00+00:00,414.8,2024-10-25T05:00:00+00:00,397.34,-523.8,30.72,-554.52,-4.456,1
844,2024-10-28T04:50:00+00:00,305.32,2024-10-28T04:55:00+00:00,286.14,-575.4,22.64,-598.04,-6.529,1
845,2024-10-29T06:10:00+00:00,237.19,2024-10-29T06:50:00+00:00,353.43,3487.2,24.62,3462.58,48.661,8
846,2024-10-30T04:55:00+00:00,159.88,2024-10-30T05:00:00+00:00,141.12,-562.8,10.94,-573.74,-11.962,1
847,2024-10-31T04:50:00+00:00,159.38,2024-10-31T04:55:00+00:00,141.21,-545.1,10.93,-556.03,-11.629,1
848,2024-11-04T04:55:00+00:00,1027.64,2024-11-04T05:05:00+00:00,1005.19,-673.5,77.87,-751.37,-2.437,2
849,2024-11-05T04:50:00+00:00,751.14,2024-11-05T04:55:00+00:00,730.66,-614.4,57.16,-671.56,-2.98,1
850,2024-11-06T04:55:00+00:00,671.65,2024-11-06T06:00:00+00:00,645.89,-772.8,50.38,-823.18,-4.085,13
851,2024-11-07T04:55:00+00:00,833.37,2024-11-07T05:00:00+00:00,811.9,-644.1,62.93,-707.03,-2.828,1
852,2024-11-08T05:00:00+00:00,636.15,2024-11-08T05:15:00+00:00,729.33,2795.4,54.48,2740.92,14.362,3
853,2024-11-11T04:50:00+00:00,558.45,2024-11-11T04:55:00+00:00,536.36,-662.7,42.24,-704.94,-4.208,1
854,2024-11-12T04:55:00+00:00,528.2,2024-11-12T05:05:00+00:00,634.44,3187.2,45.81,3141.39,19.824,2
855,2024-11-13T05:15:00+00:00,576.74,2024-11-13T05:20:00+00:00,558.19,-556.5,44.17,-600.67,-3.472,1
856,2024-11-14T04:55:00+00:00,667.49,2024-11-14T05:00:00+00:00,645.58,-657.3,50.27,-707.57,-3.533,1
857,2024-11-18T04:50:00+00:00,453.37,2024-11-18T04:55:00+00:00,438.03,-460.2,33.55,-493.75,-3.63,1
858,2024-11-19T04:55:00+00:00,502.52,2024-11-19T09:15:00+00:00,488.33,-425.7,37.85,-463.55,-3.075,52
859,2024-11-21T05:20:00+00:00,400.61,2024-11-21T05:25:00+00:00,380.95,-589.8,29.02,-618.82,-5.149,1
860,2024-11-22T04:50:00+00:00,380.23,2024-11-22T05:15:00+00:00,489.26,3270.9,35.05,3235.85,28.367,5
861,2024-11-25T04:50:00+00:00,298.76,2024-11-25T07:20:00+00:00,279.19,-587.1,21.33,-608.43,-6.788,30
862,2024-11-26T04:50:00+00:00,213.71,2024-11-26T04:55:00+00:00,194.24,-584.1,15.41,-599.51,-9.351,1
863,2024-11-27T04:50:00+00:00,182.99,2024-11-27T04:55:00+00:00,162.51,-614.4,12.97,-627.37,-11.428,1
864,2024-11-28T04:50:00+00:00,177.06,2024-11-28T05:00:00+00:00,305.75,3860.7,20.13,3840.57,72.303,2
865,2024-11-29T04:50:00+00:00,734.62,2024-11-29T04:55:00+00:00,715.32,-579.0,55.43,-634.43,-2.879,1
866,2024-12-02T04:50:00+00:00,885.77,2024-12-02T04:55:00+00:00,868.1,-530.1,67.44,-597.54,-2.249,1
867,2024-12-03T04:50:00+00:00,875.84,2024-12-03T06:55:00+00:00,851.32,-735.6,66.82,-802.42,-3.054,25
868,2024-12-04T04:55:00+00:00,651.72,2024-12-04T05:05:00+00:00,633.82,-537.0,49.64,-586.64,-3.0,2
869,2024-12-05T04:55:00+00:00,856.05,2024-12-05T05:00:00+00:00,837.71,-550.2,65.05,-615.25,-2.396,1
870,2024-12-06T04:50:00+00:00,623.95,2024-12-06T04:55:00+00:00,600.56,-701.7,47.23,-748.93,-4.001,1
871,2024-12-09T04:50:00+00:00,730.58,2024-12-09T05:50:00+00:00,828.87,2948.7,61.95,2886.75,13.171,12
872,2024-12-10T05:00:00+00:00,721.62,2024-12-10T05:05:00+00:00,699.62,-660.0,54.77,-714.77,-3.302,1
873,2024-12-11T04:50:00+00:00,506.08,2024-12-11T04:55:00+00:00,489.89,-485.7,37.96,-523.66,-3.449,1
874,2024-12-12T04:50:00+00:00,617.33,2024-12-12T05:00:00+00:00,596.31,-630.6,46.98,-677.58,-3.659,2
875,2024-12-13T04:50:00+00:00,497.32,2024-12-13T05:00:00+00:00,608.27,3328.5,43.49,3285.01,22.018,2
876,2024-12-16T04:50:00+00:00,462.84,2024-12-16T06:35:00+00:00,579.67,3504.9,41.04,3463.86,24.946,21
877,2024-12-17T04:55:00+00:00,435.28,2024-12-17T05:00:00+00:00,420.47,-444.3,32.73,-477.03,-3.653,1
878,2024-12-18T04:50:00+00:00,430.98,2024-12-18T04:55:00+00:00,411.57,-582.3,31.43,-613.73,-4.747,1
879,2024-12-19T04:50:00+00:00,376.29,2024-12-19T04:55:00+00:00,354.57,-651.6,27.85,-679.45,-6.019,1
880,2024-12-20T04:50:00+00:00,453.59,2024-12-20T04:55:00+00:00,428.69,-747.0,33.34,-780.34,-5.735,1
881,2024-12-23T04:55:00+00:00,231.19,2024-12-23T05:00:00+00:00,212.46,-561.9,16.23,-578.13,-8.336,1
882,2024-12-24T05:15:00+00:00,181.95,2024-12-24T05:30:00+00:00,164.07,-536.4,12.98,-549.38,-10.065,3
883,2024-12-26T04:55:00+00:00,172.69,2024-12-26T05:00:00+00:00,152.21,-614.4,12.49,-626.89,-12.1,1
